Year,Region Name,Country Code,Country Name,Total Number of Deaths,Number of Deaths Per 100000 of Population,World Bank Classification Region,World Bank Income Classification,Income Classification Code
2017,Asia,OMN,Oman,4,4.3,Middle East & North Africa,High income,HIC
2017,Asia,PHL,Philippines,523,12.3,East Asia & Pacific,Lower middle income,LMIC
2017,Asia,QAT,Qatar,0,0,Middle East & North Africa,High income,HIC
2017,Asia,SGP,Singapore,0,0,East Asia & Pacific,High income,HIC
2017,Asia,TJK,Tajikistan,5,1.2,Europe & Central Asia,Lower middle income,LMIC
2017,Asia,TUR,Turkey,32,1.4,Europe & Central Asia,Upper middle income,UMIC
2017,Asia,THA,Thailand,4,0.5,East Asia & Pacific,Upper middle income,UMIC
2017,Asia,UZB,Uzbekistan,12,0.5,Europe & Central Asia,Lower middle income,LMIC
2017,Central and South America,ARG,Argentina,21,1.8,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,BLZ,Belize,3,9.6,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,BRA,Brazil,297,7.8,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,CHL,Chile,2,0.2,Latin America & Caribbean,High income,HIC
2017,Central and South America,COL,Colombia,254,24.6,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,CRI,Costa Rica,1,1.4,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,ECU,Ecuador,45,10.8,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,SLV,El Salvador,3,1.3,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,GTM,Guatemala,212,35.8,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,GUY,Guyana,10,64,Latin America & Caribbean,High income,HIC
2017,Central and South America,MEX,Mexico,436,13.5,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,NIC,Nicaragua,55,31.8,Latin America & Caribbean,Lower middle income,LMIC
2017,Central and South America,PAN,Panama,32,19.9,Latin America & Caribbean,High income,HIC
2017,Central and South America,PRY,Paraguay,35,18.9,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,PER,Peru,87,10.3,Latin America & Caribbean,Upper middle income,UMIC
2017,Central and South America,URY,Uruguay,0,0,Latin America & Caribbean,High income,HIC
2017,Europe,AUT,Austria,0,0,Europe & Central Asia,High income,HIC
2017,Europe,BEL,Belgium,0,0,Europe & Central Asia,High income,HIC
2017,Europe,BIH,Bosnia and Herzegovina,0,0,Europe & Central Asia,Upper middle income,UMIC
2017,Europe,BGR,Bulgaria,2,1.9,Europe & Central Asia,High income,HIC
2017,Europe,HRV,Croatia,0,0,Europe & Central Asia,High income,HIC
2017,Europe,CZE,Czechia,0,0,Europe & Central Asia,High income,HIC
2017,Europe,DNK,Denmark,0,0,Europe & Central Asia,High income,HIC
2017,Europe,EST,Estonia,0,0,Europe & Central Asia,High income,HIC
2017,Europe,FIN,Finland,0,0,Europe & Central Asia,High income,HIC
2017,Europe,FRA,France,3,0.3,Europe & Central Asia,High income,HIC
2017,Europe,DEU,Germany,0,0,Europe & Central Asia,High income,HIC
2017,Europe,GRC,Greece,0,0,Europe & Central Asia,High income,HIC
2017,Europe,HUN,Hungary,0,0,Europe & Central Asia,High income,HIC
2017,Europe,ISL,Iceland,0,0,Europe & Central Asia,High income,HIC
2017,Europe,IRL,Ireland,0,0,Europe & Central Asia,High income,HIC
2017,Europe,ITA,Italy,0,0,Europe & Central Asia,High income,HIC
2017,Europe,LVA,Latvia,0,0,Europe & Central Asia,High income,HIC
2017,Europe,LTU,Lithuania,0,0,Europe & Central Asia,High income,HIC
2017,Europe,LUX,Luxembourg,0,0,Europe & Central Asia,High income,HIC
2017,Europe,MLT,Malta,0,0,Middle East & North Africa,High income,HIC
2017,Europe,MNE,Montenegro,0,0,Europe & Central Asia,Upper middle income,UMIC
2017,Europe,NLD,Netherlands,0,0,Europe & Central Asia,High income,HIC
2017,Europe,MKD,North Macedonia,0,0,Europe & Central Asia,Upper middle income,UMIC
2017,Europe,POL,Poland,0,0,Europe & Central Asia,High income,HIC
2017,Europe,PRT,Portugal,0,0,Europe & Central Asia,High income,HIC
2017,Europe,MDA,Republic of Moldova,0,0,Europe & Central Asia,Upper middle income,UMIC
2017,Europe,ROU,Romania,5,1.7,Europe & Central Asia,High income,HIC
2017,Europe,RUS,Russian Federation,14,0.3,Europe & Central Asia,High income,HIC
2017,Europe,SRB,Serbia,1,0.4,Europe & Central Asia,Upper middle income,UMIC
2017,Europe,SVK,Slovakia,0,0,Europe & Central Asia,High income,HIC
2017,Europe,SVN,Slovenia,0,0,Europe & Central Asia,High income,HIC
2017,Europe,ESP,Spain,1,0.3,Europe & Central Asia,High income,HIC
2017,Europe,SWE,Sweden,0,0,Europe & Central Asia,High income,HIC
2017,Europe,CHE,Switzerland,1,0.3,Europe & Central Asia,High income,HIC
2017,Europe,UKR,Ukraine,2,0.1,Europe & Central Asia,Upper middle income,UMIC
2017,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2,0.2,Europe & Central Asia,High income,HIC
2017,North America and the Caribbean,ATG,Antigua and Barbuda,0,0,Latin America & Caribbean,High income,HIC
2017,North America and the Caribbean,CAN,Canada,0,0,North America,High income,HIC
2017,North America and the Caribbean,CUB,Cuba,6,3.7,Latin America & Caribbean,Upper middle income,UMIC
2017,North America and the Caribbean,DMA,Dominica,0,0,Latin America & Caribbean,Upper middle income,UMIC
2017,North America and the Caribbean,DOM,Dominican Republic,13,5.7,Latin America & Caribbean,Upper middle income,UMIC
2017,North America and the Caribbean,GRD,Grenada,0,0,Latin America & Caribbean,Upper middle income,UMIC
2017,North America and the Caribbean,PRI,Puerto Rico,0,0,Latin America & Caribbean,High income,HIC
2017,North America and the Caribbean,KNA,Saint Kitts and Nevis,0,0,Latin America & Caribbean,High income,HIC
2017,North America and the Caribbean,LCA,Saint Lucia,0,0,Latin America & Caribbean,Upper middle income,UMIC
2017,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,0,0,Latin America & Caribbean,Upper middle income,UMIC
2017,North America and the Caribbean,TTO,Trinidad and Tobago,1,1.3,Latin America & Caribbean,High income,HIC
2017,North America and the Caribbean,USA,United States of America,10,0.2,North America,High income,HIC
2017,Oceania,AUS,Australia,0,0,East Asia & Pacific,High income,HIC
2017,Oceania,NZL,New Zealand,0,0,East Asia & Pacific,High income,HIC
2018,Africa,EGY,Egypt,254,8.1,Middle East & North Africa,Lower middle income,LMIC
2018,Africa,MUS,Mauritius,5,26.9,Sub-Saharan Africa,Upper middle income,UMIC
2018,Asia,ARM,Armenia,0,0,Europe & Central Asia,Upper middle income,UMIC
2018,Asia,BRN,Brunei Darussalam,0,0,East Asia & Pacific,High income,HIC
2018,Africa,ZAF,South Africa,822,51,Sub-Saharan Africa,Upper middle income,UMIC
2018,Asia,CYP,Cyprus,0,0,Europe & Central Asia,High income,HIC
2018,Asia,GEO,Georgia,8,9.4,Europe & Central Asia,Upper middle income,UMIC
2018,Asia,ISR,Israel,1,0.5,Middle East & North Africa,High income,HIC
2018,Asia,JPN,Japan,0,0,East Asia & Pacific,High income,HIC
2018,Asia,JOR,Jordan,0,0,Middle East & North Africa,Lower middle income,LMIC
2018,Asia,KAZ,Kazakhstan,4,1,Europe & Central Asia,Upper middle income,UMIC
2018,Asia,KOR,Republic of Korea,0,0,East Asia & Pacific,High income,HIC
2018,Asia,KWT,Kuwait,0,0,Middle East & North Africa,High income,HIC
2018,Asia,KGZ,Kyrgyzstan,2,0.8,Europe & Central Asia,Lower middle income,LMIC
2018,Asia,MYS,Malaysia,2,0.4,East Asia & Pacific,Upper middle income,UMIC
2018,Asia,MDV,Maldives,0,0,South Asia,Upper middle income,UMIC
2018,Asia,MNG,Mongolia,2,2.6,East Asia & Pacific,Upper middle income,UMIC
2018,Asia,OMN,Oman,0,0,Middle East & North Africa,High income,HIC
2018,Asia,PHL,Philippines,463,10.8,East Asia & Pacific,Lower middle income,LMIC
2018,Asia,SGP,Singapore,0,0,East Asia & Pacific,High income,HIC
2018,Asia,TJK,Tajikistan,5,0.7,Europe & Central Asia,Lower middle income,LMIC
2018,Asia,TUR,Turkey,34,1.3,Europe & Central Asia,Upper middle income,UMIC
2018,Asia,THA,Thailand,5,0.4,East Asia & Pacific,Upper middle income,UMIC
2018,Asia,ARE,United Arab Emirates,12,11.1,Middle East & North Africa,High income,HIC
2018,Asia,UZB,Uzbekistan,16,0.9,Europe & Central Asia,Lower middle income,LMIC
2018,Central and South America,ARG,Argentina,16,1.4,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,BLZ,Belize,2,15.8,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,BRA,Brazil,262,6.9,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,CHL,Chile,2,0.5,Latin America & Caribbean,High income,HIC
2018,Central and South America,COL,Colombia,398,37.1,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,CRI,Costa Rica,0,0,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,ECU,Ecuador,50,10.2,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,SLV,El Salvador,7,4.7,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,GTM,Guatemala,198,32.3,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,GUY,Guyana,9,49.7,Latin America & Caribbean,High income,HIC
2018,Central and South America,MEX,Mexico,300,9.1,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,NIC,Nicaragua,60,35.9,Latin America & Caribbean,Lower middle income,LMIC
2018,Central and South America,PAN,Panama,49,33.1,Latin America & Caribbean,High income,HIC
2018,Central and South America,PRY,Paraguay,43,27,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,PER,Peru,110,10.6,Latin America & Caribbean,Upper middle income,UMIC
2018,Central and South America,URY,Uruguay,0,0,Latin America & Caribbean,High income,HIC
2018,Europe,AUT,Austria,0,0,Europe & Central Asia,High income,HIC
2018,Europe,BLR,Belarus,0,0,Europe & Central Asia,Upper middle income,UMIC
2018,Europe,BEL,Belgium,0,0,Europe & Central Asia,High income,HIC
2018,Europe,BIH,Bosnia and Herzegovina,0,0,Europe & Central Asia,Upper middle income,UMIC
2018,Europe,BGR,Bulgaria,0,0,Europe & Central Asia,High income,HIC
2018,Europe,HRV,Croatia,0,0,Europe & Central Asia,High income,HIC
2018,Europe,CZE,Czechia,0,0,Europe & Central Asia,High income,HIC
2018,Europe,DNK,Denmark,0,0,Europe & Central Asia,High income,HIC
2018,Europe,EST,Estonia,0,0,Europe & Central Asia,High income,HIC
2018,Europe,FIN,Finland,0,0,Europe & Central Asia,High income,HIC
2018,Europe,FRA,France,1,0,Europe & Central Asia,High income,HIC
2018,Europe,DEU,Germany,1,0.1,Europe & Central Asia,High income,HIC
2018,Europe,GRC,Greece,0,0,Europe & Central Asia,High income,HIC
2018,Europe,HUN,Hungary,0,0,Europe & Central Asia,High income,HIC
2018,Europe,ISL,Iceland,0,0,Europe & Central Asia,High income,HIC
2018,Europe,IRL,Ireland,0,0,Europe & Central Asia,High income,HIC
2018,Europe,ITA,Italy,1,0.2,Europe & Central Asia,High income,HIC
2018,Europe,LVA,Latvia,0,0,Europe & Central Asia,High income,HIC
2018,Europe,LTU,Lithuania,0,0,Europe & Central Asia,High income,HIC
2018,Europe,LUX,Luxembourg,0,0,Europe & Central Asia,High income,HIC
2018,Europe,MLT,Malta,0,0,Middle East & North Africa,High income,HIC
2018,Europe,NLD,Netherlands,1,0.6,Europe & Central Asia,High income,HIC
2018,Europe,MKD,North Macedonia,0,0,Europe & Central Asia,Upper middle income,UMIC
2018,Europe,POL,Poland,0,0,Europe & Central Asia,High income,HIC
2018,Europe,PRT,Portugal,1,1.2,Europe & Central Asia,High income,HIC
2018,Europe,MDA,Republic of Moldova,0,0,Europe & Central Asia,Upper middle income,UMIC
2018,Europe,ROU,Romania,1,0.1,Europe & Central Asia,High income,HIC
2018,Europe,RUS,Russian Federation,21,0.6,Europe & Central Asia,High income,HIC
2018,Europe,SRB,Serbia,0,0,Europe & Central Asia,Upper middle income,UMIC
2018,Europe,SVK,Slovakia,1,0.4,Europe & Central Asia,High income,HIC
2018,Europe,SVN,Slovenia,0,0,Europe & Central Asia,High income,HIC
2018,Europe,ESP,Spain,0,0,Europe & Central Asia,High income,HIC
2018,Europe,SWE,Sweden,0,0,Europe & Central Asia,High income,HIC
2018,Europe,CHE,Switzerland,0,0,Europe & Central Asia,High income,HIC
2018,Europe,UKR,Ukraine,4,1.1,Europe & Central Asia,Upper middle income,UMIC
2018,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,5,0.4,Europe & Central Asia,High income,HIC
2018,North America and the Caribbean,ATG,Antigua and Barbuda,0,0,Latin America & Caribbean,High income,HIC
2018,North America and the Caribbean,CAN,Canada,0,0,North America,High income,HIC
2018,North America and the Caribbean,CUB,Cuba,3,2,Latin America & Caribbean,Upper middle income,UMIC
2018,North America and the Caribbean,DMA,Dominica,0,0,Latin America & Caribbean,Upper middle income,UMIC
2018,North America and the Caribbean,DOM,Dominican Republic,18,8.1,Latin America & Caribbean,Upper middle income,UMIC
2018,North America and the Caribbean,GRD,Grenada,0,0,Latin America & Caribbean,Upper middle income,UMIC
2018,North America and the Caribbean,KNA,Saint Kitts and Nevis,0,0,Latin America & Caribbean,High income,HIC
2018,North America and the Caribbean,LCA,Saint Lucia,0,0,Latin America & Caribbean,Upper middle income,UMIC
2018,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,0,0,Latin America & Caribbean,Upper middle income,UMIC
2018,North America and the Caribbean,TTO,Trinidad and Tobago,0,0,Latin America & Caribbean,High income,HIC
2018,North America and the Caribbean,USA,United States of America,15,0.3,North America,High income,HIC
2018,Oceania,AUS,Australia,2,0.4,East Asia & Pacific,High income,HIC
2018,Oceania,NZL,New Zealand,0,0,East Asia & Pacific,High income,HIC
2019,Africa,EGY,Egypt,202,7.3,Middle East & North Africa,Lower middle income,LMIC
2019,Africa,MUS,Mauritius,1,7.7,Sub-Saharan Africa,Upper middle income,UMIC
2019,Asia,ARM,Armenia,0,0,Europe & Central Asia,Upper middle income,UMIC
2019,Africa,SYC,Seychelles,1,61.5,Sub-Saharan Africa,High income,HIC
2019,Asia,BRN,Brunei Darussalam,0,0,East Asia & Pacific,High income,HIC
2019,Africa,ZAF,South Africa,845,54.4,Sub-Saharan Africa,Upper middle income,UMIC
2019,Asia,CYP,Cyprus,0,0,Europe & Central Asia,High income,HIC
2019,Asia,GEO,Georgia,4,4.9,Europe & Central Asia,Upper middle income,UMIC
2019,Asia,ISR,Israel,0,0,Middle East & North Africa,High income,HIC
2019,Asia,JPN,Japan,4,0.3,East Asia & Pacific,High income,HIC
2019,Asia,KAZ,Kazakhstan,2,0.1,Europe & Central Asia,Upper middle income,UMIC
2019,Asia,KOR,Republic of Korea,0,0,East Asia & Pacific,High income,HIC
2019,Asia,KWT,Kuwait,0,0,Middle East & North Africa,High income,HIC
2019,Asia,KGZ,Kyrgyzstan,5,2.5,Europe & Central Asia,Lower middle income,LMIC
2019,Asia,LBN,Lebanon,3,2.7,Middle East & North Africa,Lower middle income,LMIC
2019,Asia,MYS,Malaysia,7,1,East Asia & Pacific,Upper middle income,UMIC
2019,Asia,MDV,Maldives,0,0,South Asia,Upper middle income,UMIC
2019,Asia,MNG,Mongolia,0,0,East Asia & Pacific,Upper middle income,UMIC
2019,Asia,OMN,Oman,2,2,Middle East & North Africa,High income,HIC
2019,Asia,PHL,Philippines,360,8.8,East Asia & Pacific,Lower middle income,LMIC
2019,Asia,QAT,Qatar,1,3.8,Middle East & North Africa,High income,HIC
2019,Asia,SGP,Singapore,0,0,East Asia & Pacific,High income,HIC
2019,Asia,LKA,Sri Lanka,4,1.2,South Asia,Lower middle income,LMIC
2019,Asia,TJK,Tajikistan,14,3.2,Europe & Central Asia,Lower middle income,LMIC
2019,Asia,TUR,Turkey,20,0.9,Europe & Central Asia,Upper middle income,UMIC
2019,Asia,THA,Thailand,10,1.3,East Asia & Pacific,Upper middle income,UMIC
2019,Asia,ARE,United Arab Emirates,0,0,Middle East & North Africa,High income,HIC
2019,Asia,UZB,Uzbekistan,20,1.2,Europe & Central Asia,Lower middle income,LMIC
2019,Central and South America,ARG,Argentina,14,1,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,BLZ,Belize,3,38,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,BRA,Brazil,270,6.6,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,CHL,Chile,0,0,Latin America & Caribbean,High income,HIC
2019,Central and South America,COL,Colombia,362,36.6,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,CRI,Costa Rica,4,2.4,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,ECU,Ecuador,57,13.6,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,GTM,Guatemala,238,39,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,GUY,Guyana,10,58.1,Latin America & Caribbean,High income,HIC
2019,Central and South America,MEX,Mexico,307,9.6,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,NIC,Nicaragua,55,36.4,Latin America & Caribbean,Lower middle income,LMIC
2019,Central and South America,PAN,Panama,42,33.9,Latin America & Caribbean,High income,HIC
2019,Central and South America,PRY,Paraguay,34,17.6,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,PER,Peru,93,10.5,Latin America & Caribbean,Upper middle income,UMIC
2019,Central and South America,URY,Uruguay,1,0.5,Latin America & Caribbean,High income,HIC
2019,Europe,AUT,Austria,0,0,Europe & Central Asia,High income,HIC
2019,Europe,BEL,Belgium,0,0,Europe & Central Asia,High income,HIC
2019,Europe,BIH,Bosnia and Herzegovina,1,0.9,Europe & Central Asia,Upper middle income,UMIC
2019,Europe,BGR,Bulgaria,0,0,Europe & Central Asia,High income,HIC
2019,Europe,HRV,Croatia,0,0,Europe & Central Asia,High income,HIC
2019,Europe,CZE,Czechia,0,0,Europe & Central Asia,High income,HIC
2019,Europe,DNK,Denmark,0,0,Europe & Central Asia,High income,HIC
2019,Europe,EST,Estonia,0,0,Europe & Central Asia,High income,HIC
2019,Europe,FIN,Finland,0,0,Europe & Central Asia,High income,HIC
2019,Europe,FRA,France,0,0,Europe & Central Asia,High income,HIC
2019,Europe,DEU,Germany,2,0.2,Europe & Central Asia,High income,HIC
2019,Europe,GRC,Greece,0,0,Europe & Central Asia,High income,HIC
2019,Europe,HUN,Hungary,1,0.3,Europe & Central Asia,High income,HIC
2019,Europe,ISL,Iceland,0,0,Europe & Central Asia,High income,HIC
2019,Europe,IRL,Ireland,0,0,Europe & Central Asia,High income,HIC
2019,Europe,ITA,Italy,2,0.5,Europe & Central Asia,High income,HIC
2019,Europe,LVA,Latvia,0,0,Europe & Central Asia,High income,HIC
2019,Europe,LTU,Lithuania,0,0,Europe & Central Asia,High income,HIC
2019,Europe,LUX,Luxembourg,0,0,Europe & Central Asia,High income,HIC
2019,Europe,MLT,Malta,0,0,Middle East & North Africa,High income,HIC
2019,Europe,MNE,Montenegro,0,0,Europe & Central Asia,Upper middle income,UMIC
2019,Europe,NLD,Netherlands,0,0,Europe & Central Asia,High income,HIC
2019,Europe,MKD,North Macedonia,1,4.9,Europe & Central Asia,Upper middle income,UMIC
2019,Europe,POL,Poland,0,0,Europe & Central Asia,High income,HIC
2019,Europe,PRT,Portugal,0,0,Europe & Central Asia,High income,HIC
2019,Europe,MDA,Republic of Moldova,0,0,Europe & Central Asia,Upper middle income,UMIC
2019,Europe,ROU,Romania,1,0.1,Europe & Central Asia,High income,HIC
2019,Europe,RUS,Russian Federation,25,0.8,Europe & Central Asia,High income,HIC
2019,Europe,SRB,Serbia,0,0,Europe & Central Asia,Upper middle income,UMIC
2019,Europe,SVK,Slovakia,0,0,Europe & Central Asia,High income,HIC
2019,Europe,SVN,Slovenia,0,0,Europe & Central Asia,High income,HIC
2019,Europe,ESP,Spain,1,0.3,Europe & Central Asia,High income,HIC
2019,Europe,SWE,Sweden,0,0,Europe & Central Asia,High income,HIC
2019,Europe,CHE,Switzerland,0,0,Europe & Central Asia,High income,HIC
2019,Europe,UKR,Ukraine,4,0.5,Europe & Central Asia,Upper middle income,UMIC
2019,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,5,0.5,Europe & Central Asia,High income,HIC
2019,North America and the Caribbean,ATG,Antigua and Barbuda,0,0,Latin America & Caribbean,High income,HIC
2019,North America and the Caribbean,CAN,Canada,2,0.3,North America,High income,HIC
2019,North America and the Caribbean,CUB,Cuba,4,1.6,Latin America & Caribbean,Upper middle income,UMIC
2019,North America and the Caribbean,DMA,Dominica,0,0,Latin America & Caribbean,Upper middle income,UMIC
2019,North America and the Caribbean,GRD,Grenada,0,0,Latin America & Caribbean,Upper middle income,UMIC
2019,North America and the Caribbean,KNA,Saint Kitts and Nevis,0,0,Latin America & Caribbean,High income,HIC
2019,North America and the Caribbean,LCA,Saint Lucia,1,46.7,Latin America & Caribbean,Upper middle income,UMIC
2019,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1,67.9,Latin America & Caribbean,Upper middle income,UMIC
2019,North America and the Caribbean,TTO,Trinidad and Tobago,3,17.6,Latin America & Caribbean,High income,HIC
2019,North America and the Caribbean,USA,United States of America,21,0.4,North America,High income,HIC
2019,Oceania,AUS,Australia,1,0.3,East Asia & Pacific,High income,HIC
2020,Africa,MUS,Mauritius,1,7.8,Sub-Saharan Africa,Upper middle income,UMIC
2020,Asia,ARM,Armenia,0,0,Europe & Central Asia,Upper middle income,UMIC
2020,Africa,SYC,Seychelles,0,0,Sub-Saharan Africa,High income,HIC
2020,Africa,ZAF,South Africa,572,34.6,Sub-Saharan Africa,Upper middle income,UMIC
2020,Asia,CYP,Cyprus,0,0,Europe & Central Asia,High income,HIC
2020,Asia,GEO,Georgia,1,0.5,Europe & Central Asia,Upper middle income,UMIC
2020,Asia,ISR,Israel,0,0,Middle East & North Africa,High income,HIC
2020,Asia,JPN,Japan,3,0.3,East Asia & Pacific,High income,HIC
2020,Asia,KAZ,Kazakhstan,4,0.4,Europe & Central Asia,Upper middle income,UMIC
2020,Asia,KOR,Republic of Korea,1,0.4,East Asia & Pacific,High income,HIC
2020,Asia,KGZ,Kyrgyzstan,3,1.3,Europe & Central Asia,Lower middle income,LMIC
2020,Asia,LBN,Lebanon,2,1.9,Middle East & North Africa,Lower middle income,LMIC
2020,Asia,MYS,Malaysia,5,0.9,East Asia & Pacific,Upper middle income,UMIC
2020,Asia,MDV,Maldives,0,0,South Asia,Upper middle income,UMIC
2020,Asia,MNG,Mongolia,0,0,East Asia & Pacific,Upper middle income,UMIC
2020,Asia,OMN,Oman,0,0,Middle East & North Africa,High income,HIC
2020,Asia,QAT,Qatar,0,0,Middle East & North Africa,High income,HIC
2020,Asia,SGP,Singapore,0,0,East Asia & Pacific,High income,HIC
2020,Asia,TJK,Tajikistan,12,1.9,Europe & Central Asia,Lower middle income,LMIC
2020,Asia,TUR,Turkey,25,1.3,Europe & Central Asia,Upper middle income,UMIC
2020,Asia,ARE,United Arab Emirates,1,1.1,Middle East & North Africa,High income,HIC
2020,Asia,UZB,Uzbekistan,13,0.7,Europe & Central Asia,Lower middle income,LMIC
2020,Central and South America,ARG,Argentina,3,0.2,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,BLZ,Belize,0,0,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,BRA,Brazil,192,5.2,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,CHL,Chile,0,0,Latin America & Caribbean,High income,HIC
2020,Central and South America,COL,Colombia,272,28.5,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,CRI,Costa Rica,3,3.3,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,ECU,Ecuador,47,10.2,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,GTM,Guatemala,167,26.5,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,GUY,Guyana,17,103.2,Latin America & Caribbean,High income,HIC
2020,Central and South America,MEX,Mexico,213,7,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,NIC,Nicaragua,45,28.4,Latin America & Caribbean,Lower middle income,LMIC
2020,Central and South America,PRY,Paraguay,35,16.7,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,PER,Peru,72,7.9,Latin America & Caribbean,Upper middle income,UMIC
2020,Central and South America,URY,Uruguay,0,0,Latin America & Caribbean,High income,HIC
2020,Europe,AUT,Austria,0,0,Europe & Central Asia,High income,HIC
2020,Europe,BEL,Belgium,0,0,Europe & Central Asia,High income,HIC
2020,Europe,BIH,Bosnia and Herzegovina,0,0,Europe & Central Asia,Upper middle income,UMIC
2020,Europe,BGR,Bulgaria,0,0,Europe & Central Asia,High income,HIC
2020,Europe,HRV,Croatia,0,0,Europe & Central Asia,High income,HIC
2020,Europe,CZE,Czechia,0,0,Europe & Central Asia,High income,HIC
2020,Europe,DNK,Denmark,0,0,Europe & Central Asia,High income,HIC
2020,Europe,EST,Estonia,0,0,Europe & Central Asia,High income,HIC
2020,Europe,FIN,Finland,0,0,Europe & Central Asia,High income,HIC
2020,Europe,FRA,France,0,0,Europe & Central Asia,High income,HIC
2020,Europe,DEU,Germany,0,0,Europe & Central Asia,High income,HIC
2020,Europe,GRC,Greece,0,0,Europe & Central Asia,High income,HIC
2020,Europe,HUN,Hungary,2,1.3,Europe & Central Asia,High income,HIC
2020,Europe,ISL,Iceland,0,0,Europe & Central Asia,High income,HIC
2020,Europe,IRL,Ireland,0,0,Europe & Central Asia,High income,HIC
2020,Europe,ITA,Italy,2,0.5,Europe & Central Asia,High income,HIC
2020,Europe,LVA,Latvia,0,0,Europe & Central Asia,High income,HIC
2020,Europe,LTU,Lithuania,0,0,Europe & Central Asia,High income,HIC
2020,Europe,LUX,Luxembourg,0,0,Europe & Central Asia,High income,HIC
2020,Europe,MLT,Malta,0,0,Middle East & North Africa,High income,HIC
2020,Europe,NLD,Netherlands,1,0.6,Europe & Central Asia,High income,HIC
2020,Europe,MKD,North Macedonia,0,0,Europe & Central Asia,Upper middle income,UMIC
2020,Europe,POL,Poland,0,0,Europe & Central Asia,High income,HIC
2020,Europe,MDA,Republic of Moldova,0,0,Europe & Central Asia,Upper middle income,UMIC
2020,Europe,ROU,Romania,1,0.1,Europe & Central Asia,High income,HIC
2020,Europe,SRB,Serbia,0,0,Europe & Central Asia,Upper middle income,UMIC
2020,Europe,SVK,Slovakia,1,0.4,Europe & Central Asia,High income,HIC
2020,Europe,SVN,Slovenia,0,0,Europe & Central Asia,High income,HIC
2020,Europe,ESP,Spain,1,0.3,Europe & Central Asia,High income,HIC
2020,Europe,SWE,Sweden,0,0,Europe & Central Asia,High income,HIC
2020,Europe,CHE,Switzerland,0,0,Europe & Central Asia,High income,HIC
2020,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,0,0,Europe & Central Asia,High income,HIC
2020,North America and the Caribbean,ATG,Antigua and Barbuda,0,0,Latin America & Caribbean,High income,HIC
2020,North America and the Caribbean,CAN,Canada,1,0.2,North America,High income,HIC
2020,North America and the Caribbean,CUB,Cuba,0,0,Latin America & Caribbean,Upper middle income,UMIC
2020,North America and the Caribbean,DMA,Dominica,0,0,Latin America & Caribbean,Upper middle income,UMIC
2020,North America and the Caribbean,GRD,Grenada,0,0,Latin America & Caribbean,Upper middle income,UMIC
2020,North America and the Caribbean,KNA,Saint Kitts and Nevis,0,0,Latin America & Caribbean,High income,HIC
2020,North America and the Caribbean,LCA,Saint Lucia,0,0,Latin America & Caribbean,Upper middle income,UMIC
